id,beneficiary-name,date,direction,amount,description,currency,mcc,kind
382,Lily,4/12/2021,d,38.7,Medicine,USD,5912,pmt
383,Adobe,4/12/2021,d,18.6,Games,USD,5045,pmt
384,MasterCard,4/12/2021,d,77.5,Pay with Visa,USD,,pmt
385,A1 Telecom,4/13/2021,d,24.8,Internet bill,USD,,pmt
386,Amazon,4/13/2021,d,12.9,Book,USD,,pmt
387,Asseco,4/13/2021,c,"2,497.10",Salary,USD,,sal
388,Faculty of contemporary arts,4/14/2021,d,199.3,Tuition,USD,8299,pmt
389,National Geographic,4/14/2021,d,5.1,National Geographic,USD,5192,pmt
390,Lidl,4/14/2021,d,39.1,Supermaket shopping,USD,5499,pmt
391,Glovo,4/14/2021,d,49.5,Food delivery,USD,5811,pmt
392,Wolt,4/14/2021,d,42.7,Food delivery,USD,5811,pmt
393,Jill,4/14/2021,d,48.6,Allowance,USD,,pmt
394,Gerber Products Company,4/14/2021,d,54.7,Baby wardrobe,USD,,pmt
395,Revolut,4/15/2021,d,5.3,ATM withdrawal fee,USD,,fee
396,Wolt,4/15/2021,d,33.8,Food delivery,USD,5811,pmt
397,,4/16/2021,d,242,ATM withdrawal,USD,,wdw
398,Table tenis club PingPong,4/16/2021,d,11.8,Table tennis 2 hrs,USD,5655,pmt
399,Emmezeta,4/16/2021,d,52.9,Appliances,USD,5712,pmt
400,Serenity Wellnes,4/16/2021,d,21.9,Massage,USD,8050,pmt
401,Office365,4/16/2021,d,19.7,TV,USD,5045,pmt
402,MasterCard,4/16/2021,d,96.2,Pay with Mastercard,USD,,pmt
403,Hertz,4/16/2021,d,10.2,Car rent,USD,7519,pmt
404,National Geographic,4/17/2021,d,4.4,National Geographic,USD,5192,pmt
405,Revolut,4/17/2021,d,5.6,ATM withdrawal fee,USD,,fee
406,Bank of America,4/17/2021,d,4.1,Revolut Silver subscription,USD,,fee
407,MetLife,4/17/2021,d,201,Life insurance premium,USD,6300,pmt
408,Glovo,4/17/2021,d,15.2,Food delivery,USD,5811,pmt
409,Protetcta,4/17/2021,d,23.6,Doctor's appointment,USD,8011,pmt
410,Office365,4/17/2021,d,19,TV,USD,5045,pmt
411,Electro distribution,4/18/2021,d,54,Utilities payment,USD,,pmt
412,Faculty of contemporary arts,4/18/2021,d,167.8,Tuition,USD,8299,pmt
413,New York Times,4/18/2021,d,5.5,New York Times,USD,5192,pmt
414,Wolt,4/18/2021,d,38.6,Food delivery,USD,5811,pmt
415,Gift Voucher,4/18/2021,d,171.7,Birthday gifts,USD,5947,pmt
416,Fit and Fun,4/18/2021,d,25.8,Gym membership,USD,,pmt
417,Pet salon Rex,4/18/2021,d,10.2,Grooming,USD,,pmt
418,Music school,4/19/2021,d,157.9,Tuition,USD,8299,pmt
419,Glovo,4/19/2021,d,47.5,Food delivery,USD,5811,pmt
420,Gift shop,4/19/2021,d,57.3,Birthday gifts,USD,5947,pmt
421,Sixt GmbH,4/19/2021,d,11.6,Car rent,USD,7519,pmt
422,A1 Telecom,4/20/2021,d,12.5,Mobile phone bill,USD,,pmt
423,Delhaize,4/20/2021,d,37.7,Supermaket shopping,USD,5499,pmt
424,Wolt,4/20/2021,d,32.6,Food delivery,USD,5811,pmt
425,City parkings,4/21/2021,d,1.8,Parking fee,USD,7523,pmt
426,Home cleaning service,4/21/2021,d,51,Cleaning,USD,,pmt
427,Pet hotel Happy Dog,4/21/2021,d,100.6,Monthly stay,USD,5995,pmt
428,Real Estate,4/21/2021,d,167.1,Tax pay,USD,9311,pmt
429,Hulu,4/22/2021,d,5.4,Netflix subscription,USD,,pmt
430,Glovo,4/22/2021,d,39,Food delivery,USD,5811,pmt
431,,4/23/2021,d,162,ATM withdrawal,USD,,wdw
432,Bank of America,4/23/2021,d,4.7,Revolut Silver subscription,USD,,fee
433,Wolt,4/23/2021,d,21.8,Food delivery,USD,5811,pmt
434,Glovo,4/23/2021,d,18.7,Food delivery,USD,5811,pmt
435,Delhaize,4/23/2021,d,90.2,Supermaket shopping,USD,5200,pmt
436,Karate club,4/23/2021,d,20.6,Club membership,USD,,pmt
437,Serenity Wellnes,4/23/2021,d,24.9,Massage,USD,8050,pmt
438,Comcast,4/24/2021,d,18.3,Television bill,USD,,pmt
439,Book depository,4/24/2021,d,7.2,Amazon Kindle subscription,USD,,pmt
440,Glovo,4/24/2021,d,16.1,Food delivery,USD,5811,pmt
441,Glovo,4/24/2021,d,17.8,Food delivery,USD,5811,pmt
442,Generali,4/24/2021,d,45.4,Extended health insurance,USD,,pmt
443,Serenity Wellnes,4/24/2021,d,20.1,Massage,USD,8050,pmt
444,Tele9,4/25/2021,d,10.5,Television bill,USD,,pmt
445,Glovo,4/25/2021,d,17.5,Food delivery,USD,5811,pmt
446,Home cleaning service,4/25/2021,d,48.5,Cleaning,USD,,pmt
447,Lidl,4/25/2021,d,74.1,Supermaket shopping,USD,5200,pmt
448,,4/26/2021,d,149.2,ATM withdrawal,USD,,wdw
449,Generali,4/26/2021,d,45,Extended health insurance,USD,,pmt
450,Wolt,4/27/2021,d,17.9,Food delivery,USD,5811,pmt
451,Josh,4/27/2021,d,41.1,Allowance,USD,,pmt
452,Blue moon spa,4/27/2021,d,21.5,Spa treatment,USD,8050,pmt
453,A1 Telecom,4/28/2021,d,27.2,Internet bill,USD,,pmt
454,T-Mobile,5/1/2021,d,15.5,Mobile phone bill,USD,,pmt
455,Heating,5/1/2021,d,53.7,Utilities payment,USD,,pmt
456,Lidl,5/1/2021,d,30.8,Supermaket shopping,USD,5499,pmt
457,Wolt,5/1/2021,d,40.5,Food delivery,USD,5811,pmt
458,Jill,5/1/2021,d,47.9,Allowance,USD,,pmt
459,Raiffeisen Leasing,5/2/2021,d,450.9,Financial leasing,USD,7394,pmt
460,Wolt,5/2/2021,d,32.1,Food delivery,USD,5811,pmt
461,Hertz,5/2/2021,d,13.1,Taxi,USD,7519,pmt
462,Hulu,5/3/2021,d,9.3,Hulu subscription,USD,,pmt
463,Fit and Fun,5/3/2021,d,22.7,Gym membership,USD,,pmt
464,Apple,5/4/2021,d,15.1,Spotify premium subscription,USD,5733,pmt
465,Lidl,5/4/2021,d,38,Supermaket shopping,USD,5499,pmt
466,Glovo,5/4/2021,d,15.5,Food delivery,USD,5811,pmt
467,Sixt GmbH,5/4/2021,d,11.3,Taxi,USD,7519,pmt
468,Sixt GmbH,5/4/2021,d,12.4,Car rent,USD,7519,pmt
469,,5/5/2021,d,190.3,ATM withdrawal,USD,,wdw
470,City parkings,5/5/2021,d,2.8,Parking fee,USD,7523,pmt
471,A1 Telecom,5/5/2021,d,29.5,Internet bill,USD,,pmt
472,Glovo,5/5/2021,d,18.6,Food delivery,USD,5811,pmt
473,,5/6/2021,d,153.3,ATM withdrawal,USD,,wdw
474,Comcast,5/6/2021,d,10.3,Television bill,USD,,pmt
475,Bank of America,5/6/2021,d,7.6,Online banking fee,USD,,fee
476,Wolt,5/6/2021,d,47.2,Food delivery,USD,5811,pmt
477,Asseco,5/6/2021,c,"2,446.90",Salary,USD,,sal
478,Wolt,5/7/2021,d,48.8,Food delivery,USD,5811,pmt
479,Wolt,5/7/2021,d,16.9,Food delivery,USD,5811,pmt
480,Lending Club,5/7/2021,d,64,Loan Payment,USD,,pmt
481,MetLife,5/8/2021,d,200.4,Life insurance premium,USD,6300,pmt
482,Lidl,5/8/2021,d,40.1,Supermaket shopping,USD,5499,pmt
483,Wolt,5/8/2021,d,33.9,Food delivery,USD,5811,pmt
484,,5/9/2021,d,241.1,ATM withdrawal,USD,,wdw
485,Bank of America,5/9/2021,d,5,Revolut Silver subscription,USD,,fee
486,Orange,5/10/2021,d,34.6,Internet bill,USD,,pmt
487,Claire Stevens,5/10/2021,c,300.4,Monthly rent,USD,,dep
488,Heating,5/11/2021,d,50.9,Utilities payment,USD,,pmt
489,Electro distribution,5/11/2021,d,46,Utilities payment,USD,,pmt
490,Wolt,5/11/2021,d,28.9,Food delivery,USD,5811,pmt
491,Wolt,5/11/2021,d,46.3,Food delivery,USD,5811,pmt
492,Coinbase,5/11/2021,c,645.6,Cryptocurrency sales,USD,,dep
493,Glovo,5/12/2021,d,33.5,Food delivery,USD,5811,pmt
494,Swimming pool Activa,5/12/2021,d,15.2,Daily pool ticket,USD,5655,pmt
495,Coinbase,5/12/2021,c,724.2,Project based fee,USD,,dep
496,A1 Telecom,5/13/2021,d,33.2,Internet bill,USD,,pmt
497,Hulu,5/13/2021,d,8.6,Netflix subscription,USD,,pmt
498,Glovo,5/13/2021,d,50.1,Food delivery,USD,5811,pmt
499,Pet hotel Happy Dog,5/13/2021,d,100.5,Monthly stay,USD,5995,pmt
500,Wolt,5/15/2021,d,17.6,Food delivery,USD,5811,pmt
501,Lidl,5/15/2021,d,77.3,Supermaket shopping,USD,5200,pmt
502,Lidl,5/15/2021,d,90,Supermaket shopping,USD,5200,pmt
503,PersonalLoans,5/15/2021,d,7,Charge pay,USD,,fee
504,Bank of America,5/16/2021,d,5,Online banking fee,USD,,fee
505,Delhaize,5/16/2021,d,39.9,Supermaket shopping,USD,5499,pmt
506,Lidl,5/16/2021,d,30.1,Supermaket shopping,USD,5499,pmt
507,Delhaize,5/16/2021,d,83.9,Supermaket shopping,USD,5200,pmt
508,Volvo service,5/17/2021,d,225,Regular service,USD,7538,pmt
509,Wolt,5/17/2021,d,46.6,Food delivery,USD,5811,pmt
510,Medilife,5/17/2021,d,48.5,Specialist,USD,8011,pmt
511,Revolut,5/17/2021,c,273.3,Interest,USD,,dep
512,Adobe,5/17/2021,d,15.2,Games,USD,5045,pmt
513,Wolt,5/18/2021,d,29.2,Food delivery,USD,5811,pmt
514,Glovo,5/18/2021,d,20.3,Food delivery,USD,5811,pmt
515,Glovo,5/18/2021,d,25.4,Food delivery,USD,5811,pmt
516,Orange,5/19/2021,d,5.7,Phone bill,USD,,pmt
517,A1 Telecom,5/19/2021,d,13.2,Mobile phone bill,USD,,pmt
518,Book depository,5/19/2021,d,121.6,Books,USD,,pmt
519,Lidl,5/19/2021,d,31.5,Supermaket shopping,USD,5499,pmt
520,Glovo,5/19/2021,d,45.2,Food delivery,USD,5811,pmt
521,Glovo,5/19/2021,d,36.9,Food delivery,USD,5811,pmt
522,Glovo,5/19/2021,d,45.1,Food delivery,USD,5811,pmt
523,Fit and Fun,5/19/2021,d,21.8,Personal trainer,USD,,pmt
524,Pet hotel Happy Dog,5/19/2021,d,100.9,Monthly stay,USD,5995,pmt
525,Tele9,5/20/2021,d,14.5,Television bill,USD,,pmt
526,Faculty of contemporary arts,5/20/2021,d,186.5,Tuition,USD,8299,pmt
527,Delhaize,5/20/2021,d,34.3,Supermaket shopping,USD,5499,pmt
528,Wolt,5/20/2021,d,21.6,Food delivery,USD,5811,pmt
529,Lidl,5/20/2021,d,100.6,Supermaket shopping,USD,5200,pmt
530,Josh,5/20/2021,d,35.7,Allowance,USD,,pmt
531,Book depository,5/21/2021,d,13.4,Book,USD,,pmt
532,Wolt,5/21/2021,d,44.4,Food delivery,USD,5811,pmt
533,Electro distribution,5/22/2021,d,91.2,Utilities payment,USD,,pmt
534,Amazon,5/22/2021,d,13.8,Book,USD,,pmt
535,Delhaize,5/22/2021,d,33.7,Supermaket shopping,USD,5499,pmt
536,Dental Plus,5/22/2021,d,30.3,Doctor's appointment,USD,8011,pmt
537,Pet hotel Happy Dog,5/22/2021,d,100.3,Monthly stay,USD,5995,pmt
538,A1 Telecom,5/23/2021,d,33.5,Internet bill,USD,,pmt
539,Glovo,5/23/2021,d,34.8,Food delivery,USD,5811,pmt
540,Glovo,5/23/2021,d,40.4,Food delivery,USD,5811,pmt
541,Swimming school,5/23/2021,d,21.2,Membership,USD,,pmt
542,Legend,5/23/2021,d,230.2,Clothes,USD,,pmt
543,Office365,5/23/2021,d,11.9,Games,USD,5045,pmt
544,Sixt GmbH,5/23/2021,d,10,Car rent,USD,7519,pmt
545,Heating,5/24/2021,d,83.3,Utilities payment,USD,,pmt
546,Wolt,5/24/2021,d,46.7,Food delivery,USD,5811,pmt
547,Swimming pool Activa,5/24/2021,d,12.1,Table tennis 2 hrs,USD,5655,pmt
548,Swimming school,5/24/2021,d,28.4,Membership,USD,,pmt
549,A1 Telecom,5/25/2021,d,15,Mobile phone bill,USD,,pmt
550,Glovo,5/25/2021,d,33.6,Food delivery,USD,5811,pmt
551,Wolt,5/25/2021,d,27.9,Food delivery,USD,5811,pmt
552,Wolt,5/25/2021,d,37.5,Food delivery,USD,5811,pmt
553,Glovo,5/25/2021,d,33.8,Food delivery,USD,5811,pmt
554,Serenity Wellnes,5/25/2021,d,21.8,Massage,USD,8050,pmt
555,Best Western,5/25/2021,d,"1,563.50",Hotel,USD,7011,pmt
556,Faculty of contemporary arts,5/26/2021,d,164.6,Tuition,USD,8299,pmt
557,Fit and Fun,5/26/2021,d,24.3,Gym membership,USD,,pmt
558,Faculty of contemporary arts,5/27/2021,d,180.2,Tuition,USD,8299,pmt
559,Wolt,5/27/2021,d,45.8,Food delivery,USD,5811,pmt
560,Wolt,5/27/2021,d,36.6,Food delivery,USD,5811,pmt
561,Wolt,5/27/2021,d,22.4,Food delivery,USD,5811,pmt
562,Claire Stevens,5/27/2021,c,300.1,Monthly rent,USD,,dep
563,Office365,5/27/2021,d,18.7,Games,USD,5045,pmt
564,Orange,5/28/2021,d,20.6,Internet bill,USD,,pmt
565,Delhaize,5/28/2021,d,32.9,Supermaket shopping,USD,5499,pmt
566,Lidl,5/28/2021,d,36.1,Supermaket shopping,USD,5499,pmt
567,Earnest,5/28/2021,d,9.6,Charge pay,USD,,fee
568,A1 Telecom,6/1/2021,d,17.3,Mobile phone bill,USD,,pmt
569,Glovo,6/1/2021,d,48.1,Food delivery,USD,5811,pmt
570,Glovo,6/1/2021,d,41.4,Food delivery,USD,5811,pmt
571,Wolt,6/1/2021,d,35.2,Food delivery,USD,5811,pmt
572,Karate club,6/1/2021,d,28.6,Club membership,USD,,pmt
573,Lending Club,6/1/2021,d,40.2,Loan Payment,USD,,pmt
574,T-Mobile,6/2/2021,d,17.8,Mobile phone bill,USD,,pmt
575,Music school,6/2/2021,d,187.4,Tuition,USD,8299,pmt
576,Wolt,6/2/2021,d,50.6,Food delivery,USD,5811,pmt
577,Glovo,6/2/2021,d,25.6,Food delivery,USD,5811,pmt
578,Generali,6/2/2021,d,46,Extended health insurance,USD,,pmt
579,Hertz,6/2/2021,d,13.8,Car rent,USD,7519,pmt
580,UniCredit Leasing,6/3/2021,d,450.1,Financial leasing,USD,7394,pmt
581,MetLife,6/3/2021,d,201,Life insurance premium,USD,6300,pmt
582,Glovo,6/3/2021,d,37.7,Food delivery,USD,5811,pmt
583,Glovo,6/3/2021,d,20.4,Food delivery,USD,5811,pmt
584,Lily,6/3/2021,d,32.1,Medicine,USD,5912,pmt
585,Visa,6/3/2021,d,43,Pay with Mastercard,USD,,pmt
586,Sixt GmbH,6/3/2021,d,10.3,Car rent,USD,7519,pmt
587,A1 Telecom,6/4/2021,d,6.2,Phone bill,USD,,pmt
588,Glovo,6/4/2021,d,28.9,Food delivery,USD,5811,pmt
589,Glovo,6/4/2021,d,38.6,Food delivery,USD,5811,pmt
590,,6/5/2021,d,176.4,ATM withdrawal,USD,,wdw
591,Glovo,6/5/2021,d,32.1,Food delivery,USD,5811,pmt
592,Glovo,6/5/2021,d,19.1,Food delivery,USD,5811,pmt
593,Glovo,6/6/2021,d,49.8,Food delivery,USD,5811,pmt
594,Generali,6/6/2021,d,45.1,Extended health insurance,USD,,pmt
595,Springfield,6/6/2021,d,276.2,Fotwear,USD,,pmt
596,Wolt,6/7/2021,d,24.3,Food delivery,USD,5811,pmt
597,Generali,6/7/2021,d,45.6,Extended health insurance,USD,,pmt
598,A1 Telecom,6/8/2021,d,5.7,Phone bill,USD,,pmt
599,A1 Telecom,6/8/2021,d,26.7,Internet bill,USD,,pmt
600,Lidl,6/8/2021,d,34.7,Supermaket shopping,USD,5499,pmt
601,Wolt,6/8/2021,d,30.6,Food delivery,USD,5811,pmt
602,City parkings,6/9/2021,d,2.5,Parking fee,USD,7523,pmt
603,City parkings,6/9/2021,d,1.6,Parking fee,USD,7523,pmt
604,Spotify,6/9/2021,d,15.7,Apple music subscription,USD,5733,pmt
605,MetLife,6/9/2021,d,200.4,Life insurance premium,USD,6300,pmt
606,Claire Stevens,6/9/2021,c,300.7,Monthly rent,USD,,dep
607,City parkings,6/10/2021,d,1.4,Parking fee,USD,7523,pmt
608,Faculty of contemporary arts,6/10/2021,d,166,Tuition,USD,8299,pmt
609,Glovo,6/10/2021,d,34.8,Food delivery,USD,5811,pmt
610,Earnest,6/10/2021,d,7.1,Charge pay,USD,,fee
611,The barbers,6/10/2021,d,31.1,Haircut,USD,7230,pmt
612,Hertz,6/10/2021,d,15.4,Car rent,USD,7519,pmt
613,Wolt,6/11/2021,d,16.7,Food delivery,USD,5811,pmt
614,Glovo,6/11/2021,d,33,Food delivery,USD,5811,pmt
615,Glovo,6/11/2021,d,49.3,Food delivery,USD,5811,pmt
616,Table tenis club PingPong,6/11/2021,d,13.9,Daily pool ticket,USD,5655,pmt
617,Table tenis club PingPong,6/11/2021,d,15.7,Table tennis 2 hrs,USD,5655,pmt
618,Wolt,6/12/2021,d,39.4,Food delivery,USD,5811,pmt
619,Jill,6/12/2021,d,33.8,Allowance,USD,,pmt
620,MasterCard,6/12/2021,d,38.9,Pay with Mastercard,USD,,pmt
621,,6/13/2021,d,159.5,ATM withdrawal,USD,,wdw
622,Tele9,6/13/2021,d,14.4,Television bill,USD,,pmt
623,Wolt,6/13/2021,d,15.3,Food delivery,USD,5811,pmt
624,Delhaize,6/14/2021,d,36.4,Supermaket shopping,USD,5499,pmt
625,Wolt,6/14/2021,d,27.6,Food delivery,USD,5811,pmt
626,Home cleaning service,6/14/2021,d,46,Cleaning,USD,,pmt
627,Tele9,6/15/2021,d,20.5,Television bill,USD,,pmt
628,Wolt,6/16/2021,d,15.7,Food delivery,USD,5811,pmt
629,Wolt,6/16/2021,d,43.6,Food delivery,USD,5811,pmt
630,Home cleaning service,6/17/2021,d,48.4,Cleaning,USD,,pmt
631,Electro distribution,6/18/2021,d,68.9,Utilities payment,USD,,pmt
632,Red Cross,6/18/2021,d,66.3,Charity,USD,,pmt
633,City parkings,6/19/2021,d,1.9,Parking fee,USD,7523,pmt
634,Lidl,6/19/2021,d,30.8,Supermaket shopping,USD,5499,pmt
635,Glovo,6/19/2021,d,37.7,Food delivery,USD,5811,pmt
636,Glovo,6/19/2021,d,24.3,Food delivery,USD,5811,pmt
637,New York Times,6/20/2021,d,4.1,National Geographic,USD,5192,pmt
638,Fit and Fun,6/20/2021,d,20.6,Personal trainer,USD,,pmt
639,The barbers,6/20/2021,d,28.6,Haircut,USD,7230,pmt
640,Real Estate,6/20/2021,d,193.9,Tax pay,USD,9311,pmt
641,Glovo,6/21/2021,d,17.9,Food delivery,USD,5811,pmt
642,Wolt,6/21/2021,d,40.4,Food delivery,USD,5811,pmt
643,Wolt,6/21/2021,d,42.8,Food delivery,USD,5811,pmt
644,Delhaize,6/22/2021,d,39,Supermaket shopping,USD,5499,pmt
645,Lidl,6/22/2021,d,34.7,Supermaket shopping,USD,5499,pmt
646,Jill,6/22/2021,d,38.9,Allowance,USD,,pmt
647,Amazon,6/23/2021,d,9.8,Book,USD,,pmt
648,Delhaize,6/23/2021,d,36.9,Supermaket shopping,USD,5499,pmt
649,Wolt,6/23/2021,d,47.5,Food delivery,USD,5811,pmt
650,Wolt,6/23/2021,d,31.7,Food delivery,USD,5811,pmt
651,Wolt,6/23/2021,d,42,Food delivery,USD,5811,pmt
652,,6/24/2021,d,156.3,ATM withdrawal,USD,,wdw
653,Glovo,6/24/2021,d,25.6,Food delivery,USD,5811,pmt
654,Wolt,6/24/2021,d,46.2,Food delivery,USD,5811,pmt
655,Fit and Fun,6/24/2021,d,27.2,Personal trainer,USD,,pmt
656,Lidl,6/24/2021,d,83.8,Supermaket shopping,USD,5200,pmt
657,Bank of America,6/25/2021,d,7.8,Revolut Silver subscription,USD,,fee
658,Jill,6/25/2021,d,39.6,Allowance,USD,,pmt
659,Swimming school,6/25/2021,d,28.7,Membership,USD,,pmt
660,Generali ado,6/26/2021,d,373.5,Kasko insurance,USD,6381,pmt
661,T-Mobile,6/26/2021,d,16,Mobile phone bill,USD,,pmt
662,Comcast,6/26/2021,d,15.7,Television bill,USD,,pmt
663,Lidl,6/26/2021,d,35.5,Supermaket shopping,USD,5499,pmt
664,Wolt,6/26/2021,d,26.6,Food delivery,USD,5811,pmt
665,Glovo,6/27/2021,d,50.7,Food delivery,USD,5811,pmt
666,Private consulting co,6/27/2021,c,621.4,Cryptocurrency sales,USD,,dep
667,Wolt,6/28/2021,d,19.3,Food delivery,USD,5811,pmt
668,Glovo,6/28/2021,d,29.7,Food delivery,USD,5811,pmt
669,Wolt,6/28/2021,d,41,Food delivery,USD,5811,pmt
670,Wolt,6/28/2021,d,50.3,Food delivery,USD,5811,pmt
671,Swimming pool Activa,6/28/2021,d,15.8,Table tennis 2 hrs,USD,5655,pmt
672,Pet salon Rex,6/28/2021,d,10.3,Grooming,USD,,pmt
673,National Geographic,7/1/2021,d,4.4,New York Times,USD,5192,pmt
674,Wolt,7/1/2021,d,35.7,Food delivery,USD,5811,pmt
675,Glovo,7/1/2021,d,39,Food delivery,USD,5811,pmt
676,Glovo,7/1/2021,d,24,Food delivery,USD,5811,pmt
677,Serenity Wellnes,7/1/2021,d,24.3,Spa treatment,USD,8050,pmt
678,Pet shop,7/1/2021,d,25.4,Shopping,USD,5995,pmt
679,Lidl,7/2/2021,d,30.7,Supermaket shopping,USD,5499,pmt
680,Glovo,7/2/2021,d,44.6,Food delivery,USD,5811,pmt
681,Glovo,7/2/2021,d,30.1,Food delivery,USD,5811,pmt
682,Glovo,7/3/2021,d,17.8,Food delivery,USD,5811,pmt
683,Connexus,7/3/2021,d,400.5,Mortgage pay,USD,,pmt
684,Josh,7/3/2021,d,48.7,Allowance,USD,,pmt
685,Hertz,7/3/2021,d,14.9,Taxi,USD,7519,pmt
686,A1 Telecom,7/4/2021,d,15.2,Mobile phone bill,USD,,pmt
687,Delhaize,7/4/2021,d,39.4,Supermaket shopping,USD,5499,pmt
688,Glovo,7/4/2021,d,46.6,Food delivery,USD,5811,pmt
689,Glovo,7/4/2021,d,29.5,Food delivery,USD,5811,pmt
690,Wolt,7/4/2021,d,46.3,Food delivery,USD,5811,pmt
691,,7/5/2021,d,242.5,ATM withdrawal,USD,,wdw
692,Chevron,7/5/2021,d,95.6,Gasoline purchases,USD,5983,pmt
693,Glovo,7/5/2021,d,23.4,Food delivery,USD,5811,pmt
694,Glovo,7/5/2021,d,43.4,Food delivery,USD,5811,pmt
695,Chase,7/5/2021,d,400.8,Rent pay,USD,,pmt
696,Asseco,7/5/2021,c,"2,432.00",Salary,USD,,sal
697,"Auto registration agency ""Sport""",7/6/2021,d,284,Yearly car registration ,USD,7542,pmt
698,Glovo,7/6/2021,d,22.6,Food delivery,USD,5811,pmt
699,Book depository,7/7/2021,d,14,Amazon Kindle subscription,USD,,pmt
700,Wolt,7/8/2021,d,16.7,Food delivery,USD,5811,pmt
701,Wolt,7/8/2021,d,29.4,Food delivery,USD,5811,pmt
702,UniCredit Leasing,7/9/2021,d,450.2,Financial leasing,USD,7394,pmt
703,Netflix,7/9/2021,d,8.7,Hulu subscription,USD,,pmt
704,Wolt,7/9/2021,d,41.6,Food delivery,USD,5811,pmt
705,Pet hotel Happy Dog,7/9/2021,d,100.1,Monthly stay,USD,5995,pmt
706,Chevron,7/10/2021,d,74.4,Gasoline purchases,USD,5983,pmt
707,Delhaize,7/10/2021,d,34.9,Supermaket shopping,USD,5499,pmt
708,Wolt,7/10/2021,d,21.2,Food delivery,USD,5811,pmt
709,Red Cross,7/10/2021,d,33.7,Charity,USD,,pmt
710,Gift Voucher,7/10/2021,d,57.3,Other gifts,USD,5947,pmt
711,Bank of America,7/11/2021,d,4.9,ATM withdrawal fee,USD,,fee
712,Swimming school,7/11/2021,d,30.3,Club membership,USD,,pmt
713,Dental Plus,7/12/2021,d,15.3,Doctor's appointment,USD,8011,pmt
714,Home cleaning service,7/12/2021,d,45.6,Cleaning,USD,,pmt
715,Lidl,7/12/2021,d,73.3,Supermaket shopping,USD,5200,pmt
716,Tele9,7/13/2021,d,18.1,Television bill,USD,,pmt
717,Medigroup,7/13/2021,d,57.4,Specialist,USD,8011,pmt
718,Generali,7/13/2021,d,45.6,Extended health insurance,USD,,pmt
719,Glovo,7/14/2021,d,17.8,Food delivery,USD,5811,pmt
720,Visa,7/14/2021,d,54.4,Pay with Mastercard,USD,,pmt
721,City parkings,7/15/2021,d,2.4,Parking fee,USD,7523,pmt
722,Hulu,7/15/2021,d,8.7,Netflix subscription,USD,,pmt
723,Wolt,7/15/2021,d,32.7,Food delivery,USD,5811,pmt
724,Hertz,7/16/2021,d,10.6,Car rent,USD,7519,pmt
725,City parkings,7/17/2021,d,1.6,Parking fee,USD,7523,pmt
726,Bank of America,7/17/2021,d,2.7,ATM withdrawal fee,USD,,fee
727,Glovo,7/17/2021,d,46.9,Food delivery,USD,5811,pmt
728,Wolt,7/17/2021,d,24.2,Food delivery,USD,5811,pmt
729,Gift shop,7/17/2021,d,128.1,Birthday gifts,USD,5947,pmt
730,Lidl,7/18/2021,d,85.6,Supermaket shopping,USD,5200,pmt
731,Fit and Fun,7/19/2021,d,26.2,Personal trainer,USD,,pmt
732,Table tenis club PingPong,7/19/2021,d,10.3,Table tennis 2 hrs,USD,5655,pmt
733,Serenity Wellnes,7/19/2021,d,22.2,Massage,USD,8050,pmt
734,Shell,7/20/2021,d,72.9,Gasoline purchases,USD,5983,pmt
735,Shell,7/20/2021,d,54.3,Gasoline purchases,USD,5983,pmt
736,Music school,7/20/2021,d,182.9,Tuition,USD,8299,pmt
737,Swimming pool Activa,7/20/2021,d,12,Table tennis 2 hrs,USD,5655,pmt
738,Pet store,7/20/2021,d,24.8,Shopping,USD,5995,pmt
739,Orange,7/21/2021,d,34.7,Internet bill,USD,,pmt
740,Book depository,7/21/2021,d,19.7,Amazon Kindle subscription,USD,,pmt
741,Wolt,7/21/2021,d,50.7,Food delivery,USD,5811,pmt
742,Wolt,7/21/2021,d,34.6,Food delivery,USD,5811,pmt
743,Wolt,7/21/2021,d,31.3,Food delivery,USD,5811,pmt
744,Coinbase,7/21/2021,c,515.1,Cryptocurrency sales,USD,,dep
745,Blue moon spa,7/21/2021,d,20.3,Spa treatment,USD,8050,pmt
746,T-Mobile,7/22/2021,d,13.6,Mobile phone bill,USD,,pmt
747,New York Times,7/22/2021,d,4.9,New York Times,USD,5192,pmt
748,Home cleaning service,7/22/2021,d,50.9,Cleaning,USD,,pmt
749,Hertz,7/22/2021,d,10.1,Taxi,USD,7519,pmt
750,Heating,7/23/2021,d,67,Utilities payment,USD,,pmt
751,Apple,7/23/2021,d,15.6,Spotify premium subscription,USD,5733,pmt
752,MetLife,7/23/2021,d,200.3,Life insurance premium,USD,6300,pmt
753,Glovo,7/23/2021,d,31.9,Food delivery,USD,5811,pmt
754,Residential Property,7/23/2021,d,180,Tax pay,USD,9311,pmt
755,Volvo service,7/24/2021,d,299.8,Regular service,USD,7538,pmt
756,T-Mobile,7/24/2021,d,16,Mobile phone bill,USD,,pmt
757,Wolt,7/24/2021,d,20.7,Food delivery,USD,5811,pmt
758,Adobe,7/24/2021,d,11.1,Games,USD,5045,pmt
759,National Geographic,7/25/2021,d,5.9,New York Times,USD,5192,pmt
760,Claire Stevens,7/25/2021,c,300.6,Monthly rent,USD,,dep
761,New York Times,7/26/2021,d,3.9,New York Times,USD,5192,pmt
762,Wolt,7/26/2021,d,48.1,Food delivery,USD,5811,pmt
